"age","job","marital","education","default","housing","loan","campaign","poutcome","y"
45,"blue-collar","married","high.school","no","yes","yes",2,"success","yes"
26,"admin.","single","high.school","no","yes","no",3,"nonexistent","no"
36,"technician","married","professional.course","no","unknown","unknown",2,"nonexistent","no"
24,"student","single","high.school","no","no","no",1,"failure","no"
46,"management","married","university.degree","no","yes","no",6,"nonexistent","no"
61,"blue-collar","married","basic.6y","no","yes","yes",1,"success","yes"
50,"admin.","divorced","basic.9y","no","no","no",4,"nonexistent","no"
49,"technician","married","professional.course","unknown","yes","no",9,"nonexistent","no"
55,"admin.","married","basic.4y","no","yes","no",1,"failure","no"
54,"blue-collar","married","basic.4y","no","yes","no",2,"nonexistent","no"
40,"blue-collar","divorced","basic.9y","no","yes","no",3,"nonexistent","no"
58,"blue-collar","married","basic.4y","unknown","yes","yes",1,"nonexistent","no"
58,"entrepreneur","married","university.degree","no","no","no",1,"nonexistent","no"
36,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
30,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
45,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
40,"management","married","university.degree","no","yes","no",1,"failure","no"
42,"self-employed","married","university.degree","no","no","no",2,"nonexistent","no"
43,"blue-collar","married","unknown","no","yes","no",7,"nonexistent","no"
24,"student","single","high.school","unknown","no","no",1,"nonexistent","no"
49,"management","married","university.degree","no","no","no",3,"nonexistent","no"
55,"unemployed","married","basic.4y","no","yes","no",1,"nonexistent","no"
49,"admin.","married","high.school","no","yes","no",1,"nonexistent","no"
48,"blue-collar","married","basic.4y","no","no","yes",1,"nonexistent","no"
49,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
40,"blue-collar","married","high.school","unknown","yes","no",1,"nonexistent","no"
35,"services","married","high.school","no","no","no",2,"nonexistent","no"
32,"admin.","single","professional.course","no","yes","no",11,"nonexistent","no"
67,"housemaid","divorced","professional.course","no","yes","no",2,"success","yes"
41,"technician","married","university.degree","no","yes","yes",4,"nonexistent","no"
73,"retired","married","university.degree","no","yes","no",1,"nonexistent","yes"
32,"management","single","basic.4y","no","no","no",7,"nonexistent","no"
33,"management","married","university.degree","no","yes","no",3,"nonexistent","no"
36,"technician","married","professional.course","no","yes","no",4,"nonexistent","no"
40,"technician","married","professional.course","no","yes","no",1,"failure","no"
25,"blue-collar","single","basic.9y","no","yes","yes",2,"nonexistent","no"
60,"entrepreneur","married","unknown","no","no","no",2,"nonexistent","no"
45,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
33,"technician","married","university.degree","no","no","no",2,"nonexistent","no"
31,"admin.","married","university.degree","no","yes","no",7,"nonexistent","no"
48,"self-employed","married","university.degree","unknown","yes","no",2,"nonexistent","no"
42,"services","married","university.degree","no","yes","no",1,"nonexistent","no"
40,"management","married","university.degree","no","no","yes",3,"nonexistent","no"
30,"technician","married","university.degree","no","no","no",1,"success","no"
41,"blue-collar","married","basic.4y","unknown","no","no",1,"nonexistent","no"
36,"housemaid","married","basic.4y","no","unknown","unknown",14,"nonexistent","no"
41,"management","divorced","basic.6y","no","no","no",1,"nonexistent","no"
60,"unknown","married","university.degree","no","no","yes",1,"nonexistent","no"
32,"services","single","high.school","no","unknown","unknown",1,"failure","no"
44,"self-employed","single","professional.course","no","yes","no",5,"failure","yes"
25,"services","married","high.school","no","yes","no",1,"nonexistent","no"
30,"blue-collar","married","basic.9y","no","no","no",1,"nonexistent","yes"
25,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
31,"technician","divorced","university.degree","no","yes","no",1,"nonexistent","no"
44,"blue-collar","married","basic.4y","no","unknown","unknown",3,"nonexistent","no"
29,"technician","single","university.degree","no","no","no",1,"nonexistent","no"
47,"admin.","married","university.degree","no","no","no",1,"nonexistent","no"
18,"student","single","unknown","no","no","no",1,"success","yes"
25,"admin.","married","high.school","no","no","yes",4,"nonexistent","no"
29,"technician","married","professional.course","no","no","no",3,"nonexistent","yes"
53,"unknown","married","unknown","unknown","no","no",4,"nonexistent","no"
36,"self-employed","married","basic.9y","unknown","no","no",1,"nonexistent","no"
45,"blue-collar","single","basic.9y","no","no","no",1,"nonexistent","no"
31,"technician","single","university.degree","no","no","no",1,"nonexistent","yes"
54,"admin.","married","unknown","unknown","no","no",16,"nonexistent","no"
51,"blue-collar","married","basic.4y","unknown","yes","no",2,"nonexistent","no"
44,"entrepreneur","married","basic.4y","no","yes","no",2,"nonexistent","yes"
24,"blue-collar","single","basic.9y","no","yes","no",2,"nonexistent","no"
40,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
39,"services","married","basic.4y","no","no","no",2,"nonexistent","no"
44,"blue-collar","married","basic.4y","unknown","no","no",1,"failure","no"
44,"management","divorced","university.degree","no","yes","no",1,"nonexistent","no"
52,"entrepreneur","married","basic.9y","unknown","yes","no",2,"nonexistent","no"
51,"blue-collar","married","high.school","no","yes","no",1,"failure","yes"
38,"management","married","university.degree","no","yes","no",1,"nonexistent","yes"
34,"technician","married","professional.course","no","no","no",2,"failure","no"
23,"blue-collar","single","high.school","no","no","no",1,"nonexistent","no"
30,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
26,"blue-collar","married","basic.6y","no","no","no",1,"nonexistent","no"
24,"unknown","single","university.degree","no","yes","yes",1,"failure","no"
34,"admin.","married","basic.6y","no","yes","yes",2,"nonexistent","no"
59,"unknown","married","unknown","unknown","no","no",1,"nonexistent","yes"
32,"management","divorced","university.degree","no","no","no",3,"nonexistent","no"
27,"self-employed","single","university.degree","no","yes","yes",1,"nonexistent","no"
39,"housemaid","married","basic.4y","unknown","yes","no",6,"nonexistent","no"
29,"blue-collar","married","professional.course","no","no","no",8,"nonexistent","no"
42,"technician","single","university.degree","no","yes","yes",8,"nonexistent","no"
60,"management","married","unknown","unknown","no","no",1,"nonexistent","no"
30,"technician","single","university.degree","no","no","yes",2,"nonexistent","no"
38,"management","married","university.degree","no","yes","no",3,"nonexistent","no"
49,"blue-collar","married","basic.6y","no","no","no",2,"nonexistent","no"
30,"admin.","single","university.degree","no","yes","no",2,"failure","no"
41,"blue-collar","married","high.school","no","yes","no",1,"nonexistent","no"
56,"blue-collar","married","basic.9y","unknown","no","no",2,"nonexistent","no"
58,"blue-collar","single","basic.9y","no","yes","no",2,"nonexistent","no"
52,"blue-collar","divorced","basic.4y","no","yes","no",1,"failure","no"
32,"admin.","married","professional.course","no","yes","no",3,"nonexistent","no"
51,"management","married","university.degree","no","yes","no",2,"failure","no"
31,"self-employed","married","university.degree","no","yes","no",1,"nonexistent","no"
34,"technician","married","professional.course","no","yes","no",1,"nonexistent","no"
60,"retired","married","unknown","no","yes","no",2,"nonexistent","yes"
36,"admin.","married","university.degree","no","yes","no",3,"nonexistent","no"
30,"services","divorced","basic.9y","no","no","no",1,"nonexistent","no"
51,"admin.","single","university.degree","no","yes","yes",2,"nonexistent","no"
26,"blue-collar","married","basic.9y","no","yes","no",2,"nonexistent","no"
39,"admin.","married","university.degree","no","yes","no",3,"nonexistent","no"
38,"entrepreneur","married","university.degree","unknown","no","no",11,"nonexistent","no"
41,"blue-collar","married","basic.9y","no","no","no",1,"nonexistent","no"
43,"unknown","married","high.school","unknown","yes","yes",2,"nonexistent","no"
60,"entrepreneur","married","basic.4y","no","unknown","unknown",3,"nonexistent","no"
28,"blue-collar","married","basic.6y","unknown","no","no",7,"nonexistent","no"
34,"technician","married","professional.course","no","yes","no",5,"nonexistent","no"
64,"unemployed","divorced","basic.9y","no","yes","no",2,"nonexistent","no"
35,"blue-collar","married","professional.course","no","yes","yes",2,"nonexistent","no"
40,"blue-collar","married","basic.9y","no","yes","no",4,"nonexistent","no"
46,"blue-collar","single","basic.6y","unknown","no","yes",2,"failure","no"
33,"admin.","married","university.degree","no","yes","no",1,"nonexistent","yes"
74,"retired","married","university.degree","no","no","no",1,"nonexistent","no"
40,"management","married","high.school","no","yes","no",1,"nonexistent","no"
46,"services","married","high.school","no","no","no",3,"nonexistent","no"
41,"entrepreneur","divorced","professional.course","no","yes","no",1,"nonexistent","no"
30,"technician","single","university.degree","unknown","yes","no",2,"nonexistent","no"
44,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
47,"blue-collar","married","high.school","no","unknown","unknown",10,"nonexistent","no"
50,"blue-collar","married","basic.4y","unknown","yes","no",1,"nonexistent","no"
29,"technician","single","professional.course","no","yes","no",1,"nonexistent","no"
51,"blue-collar","divorced","basic.4y","no","yes","no",4,"nonexistent","no"
52,"blue-collar","married","basic.4y","no","no","no",2,"nonexistent","no"
27,"admin.","single","high.school","no","no","no",3,"nonexistent","no"
44,"self-employed","married","basic.9y","no","yes","no",1,"nonexistent","no"
34,"unemployed","married","basic.9y","no","no","no",2,"nonexistent","no"
23,"student","single","high.school","no","yes","no",2,"failure","yes"
30,"technician","single","professional.course","no","no","no",2,"nonexistent","no"
26,"student","single","high.school","no","yes","no",2,"nonexistent","no"
35,"technician","married","university.degree","no","yes","no",3,"nonexistent","no"
24,"technician","single","university.degree","no","no","no",4,"nonexistent","no"
38,"unemployed","married","basic.4y","unknown","no","no",1,"nonexistent","yes"
36,"admin.","married","high.school","no","no","no",3,"nonexistent","no"
24,"technician","single","university.degree","no","no","no",3,"nonexistent","no"
31,"management","married","university.degree","no","yes","no",2,"nonexistent","no"
41,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
39,"unemployed","married","university.degree","no","yes","no",2,"nonexistent","no"
36,"technician","divorced","professional.course","unknown","no","no",4,"nonexistent","no"
47,"retired","married","basic.4y","unknown","unknown","unknown",2,"nonexistent","no"
33,"technician","married","professional.course","no","no","no",1,"nonexistent","yes"
34,"blue-collar","married","professional.course","no","yes","no",3,"nonexistent","no"
42,"technician","divorced","professional.course","unknown","no","yes",3,"nonexistent","no"
51,"blue-collar","married","high.school","no","no","no",4,"nonexistent","no"
34,"blue-collar","single","basic.6y","no","yes","yes",1,"nonexistent","no"
33,"admin.","single","university.degree","no","yes","yes",6,"nonexistent","no"
37,"management","married","university.degree","no","yes","no",1,"success","yes"
33,"blue-collar","married","basic.9y","no","no","yes",1,"nonexistent","no"
36,"housemaid","married","basic.4y","no","no","no",2,"nonexistent","no"
43,"services","married","high.school","no","no","no",1,"nonexistent","no"
47,"blue-collar","married","basic.6y","no","yes","yes",3,"nonexistent","no"
